Type,Response ID,Start Date,End Date,Status,Source Type,InteractPedestrian,InteractBicycle,CircumstancesCoded,FeelingsProvingGround,SafetyHuman,SafetyAV,AVSafetyPotential,RegulationTesting,RegulationSpeed,RegulationSchoolZone,RegulationShareData,AdvocacyIssues,BikePghPosition,PayingAttentionAV,FamiliarityTechnoology,ZipCode
Public,260898492,03/06/2017 11:53:13 AM PST,03/06/2017 12:01:14 PM PST,COMPLETE,Survey Link,Yes,Yes,1,Approve,2,4,Yes,Not sure,Yes,No,Yes,Strongly Agree,Neither Support nor Oppose,To a large extent,Extremely familiar,15232
Public,260279043,02/22/2017 10:11:47 AM PST,02/22/2017 10:14:24 AM PST,COMPLETE,Survey Link,No,No,,Approve,3,4,Yes,Not sure,No,No,Yes,Agree,Actively Support,To a moderate extent,Somewhat familiar,15216
Public,260279560,02/22/2017 10:27:29 AM PST,02/22/2017 10:28:56 AM PST,COMPLETE,Survey Link,Yes,Yes,,Somewhat Approve,4,4,Maybe,Yes,Yes,Yes,Yes,Disagree,Neither Support nor Oppose,To a moderate extent,Mostly Unfamiliar,15224
Public,260279846,02/22/2017 10:37:00 AM PST,02/24/2017 10:45:23 AM PST,INCOMPLETE,Survey Link,,,,,,,,,,,,,,,,
Public,260280344,02/22/2017 10:51:01 AM PST,02/22/2017 10:56:06 AM PST,COMPLETE,Survey Link,No,No,,Disapprove,4,1,No,Yes,Yes,Yes,Yes,Agree,Actively Oppose,To a moderate extent,Somewhat familiar,15102
Public,260280517,02/22/2017 10:56:19 AM PST,02/24/2017 11:00:23 AM PST,INCOMPLETE,Survey Link,,,,,,,,,,,,,,,,
Public,260280965,02/22/2017 11:09:02 AM PST,02/22/2017 11:11:11 AM PST,COMPLETE,Survey Link,Yes,Yes,,Approve,2,4,Yes,No,No,No,No,Agree,Actively Support,To a large extent,Extremely familiar,15216
Public,260281271,02/22/2017 11:19:30 AM PST,02/24/2017 11:25:23 AM PST,INCOMPLETE,Survey Link,,,,,,,,,,,,,,,,
Public,260283824,02/22/2017 12:31:40 PM PST,02/22/2017 12:34:57 PM PST,COMPLETE,Survey Link,Not sure,Not sure,,Approve,3,4,Yes,Not sure,No,No,Yes,Disagree,Actively Support,To some extent,Somewhat familiar,15212
Public,260283872,02/22/2017 12:34:07 PM PST,02/22/2017 12:44:47 PM PST,COMPLETE,Social,Not sure,No,,Somewhat Disapprove,2,2,Maybe,Yes,Yes,Not sure,Yes,Neutral,Neither Support nor Oppose,To little extent,Mostly Unfamiliar,15219
Public,260285150,02/22/2017 1:13:33 PM PST,02/22/2017 1:21:14 PM PST,COMPLETE,Survey Link,No,No,,Approve,4,5,Yes,No,No,No,Yes,Strongly Disagree,Actively Support,To a large extent,Somewhat familiar,15209
Public,260285847,02/22/2017 1:37:55 PM PST,02/22/2017 1:39:00 PM PST,COMPLETE,Survey Link,Yes,Yes,,Disapprove,1,1,Yes,Yes,Yes,Yes,Yes,Strongly Disagree,Actively Oppose,Not at all,Not familiar at all,0
Public,260286562,02/22/2017 2:11:03 PM PST,02/22/2017 2:12:20 PM PST,COMPLETE,Survey Link,No,Yes,,Approve,5,5,Yes,Not sure,Not sure,No,Not sure,Neutral,Neither Support nor Oppose,To a large extent,Somewhat familiar,15207
Public,260287535,02/22/2017 2:44:37 PM PST,02/22/2017 2:47:03 PM PST,COMPLETE,Survey Link,Not sure,Not sure,,Approve,5,5,No,No,No,No,Yes,Neutral,Neither Support nor Oppose,Not at all,Somewhat familiar,15217
Public,260288526,02/22/2017 3:28:44 PM PST,02/22/2017 3:31:19 PM PST,COMPLETE,Social,No,No,,Somewhat Disapprove,3,3,Maybe,Yes,Not sure,No,Yes,Neutral,No Opinion,To a moderate extent,Mostly familiar,15201
Public,260292406,02/22/2017 5:29:30 PM PST,02/22/2017 5:37:54 PM PST,COMPLETE,Survey Link,No,No,,Disapprove,4,4,Yes,Not sure,Yes,No,No,Neutral,Neither Support nor Oppose,To some extent,Somewhat familiar,15203
Public,260292587,02/22/2017 5:34:49 PM PST,02/22/2017 5:36:37 PM PST,COMPLETE,Survey Link,No,Not sure,,Approve,4,5,Yes,Yes,No,No,Yes,Neutral,Actively Support,To a moderate extent,Somewhat familiar,15217
Public,260293265,02/22/2017 5:53:42 PM PST,02/22/2017 5:55:02 PM PST,COMPLETE,Survey Link,Yes,Yes,,Approve,5,5,Yes,Not sure,No,No,No,Strongly Disagree,Actively Support,To a large extent,Extremely familiar,15222
Public,260293737,02/22/2017 6:10:34 PM PST,02/22/2017 6:13:32 PM PST,COMPLETE,Survey Link,No,No,,Approve,4,5,Yes,Yes,Yes,Not sure,No,Agree,Actively Support,To some extent,Somewhat familiar,15207
Public,260296789,02/22/2017 8:26:52 PM PST,02/22/2017 8:29:16 PM PST,COMPLETE,Social,Yes,No,,Somewhat Approve,3,4,Yes,Yes,Yes,No,Not sure,Neutral,Actively Support,To some extent,Somewhat familiar,15212
Public,260299361,02/22/2017 10:19:40 PM PST,02/22/2017 10:23:39 PM PST,COMPLETE,Social,Not sure,Yes,,Somewhat Approve,4,4,Yes,No,No,No,No,Strongly Disagree,Actively Support,To a moderate extent,Somewhat familiar,15216
Public,260326884,02/23/2017 4:48:22 AM PST,02/23/2017 4:50:25 AM PST,COMPLETE,Survey Link,No,Yes,,Somewhat Approve,3,2,Not sure,Yes,Not sure,Not sure,Not sure,Neutral,Neither Support nor Oppose,To some extent,Somewhat familiar,15232
Public,260327404,02/23/2017 5:12:10 AM PST,02/23/2017 5:51:18 AM PST,COMPLETE,Survey Link,Yes,Yes,,Approve,2,4,Yes,Yes,No,Not sure,Not sure,Agree,Actively Support,To a large extent,Mostly familiar,15208
Public,260328108,02/23/2017 5:50:53 AM PST,02/23/2017 5:54:14 AM PST,COMPLETE,Survey Link,No,Not sure,,Approve,3,3,Yes,Not sure,Not sure,Not sure,Not sure,Disagree,Neither Support nor Oppose,To a moderate extent,Somewhat familiar,15217
Public,260328304,02/23/2017 6:00:49 AM PST,02/23/2017 6:10:55 AM PST,COMPLETE,Survey Link,Yes,No,,Somewhat Disapprove,2,2,Yes,Yes,Yes,Not sure,Yes,Agree,Actively Support,To a large extent,Mostly familiar,15219
Public,260330082,02/23/2017 7:23:47 AM PST,02/23/2017 7:27:11 AM PST,COMPLETE,Survey Link,No,No,,Approve,3,4,Yes,Yes,Not sure,Not sure,Yes,Neutral,No Opinion,To little extent,Somewhat familiar,15232
Public,260330634,02/23/2017 7:48:38 AM PST,02/23/2017 7:50:11 AM PST,COMPLETE,Survey Link,Yes,Yes,,Approve,2,4,Yes,Not sure,No,No,No,Neutral,Actively Support,To a large extent,Mostly familiar,15238
Public,260330716,02/23/2017 7:52:51 AM PST,02/23/2017 7:54:04 AM PST,COMPLETE,Survey Link,No,No,,Somewhat Disapprove,4,3,No,Yes,Yes,Yes,Yes,Agree,No Opinion,To little extent,Mostly Unfamiliar,15218
Public,260330934,02/23/2017 8:02:21 AM PST,02/23/2017 8:04:16 AM PST,COMPLETE,Survey Link,No,Not sure,,Approve,2,3,Yes,Not sure,Yes,No,Yes,Agree,Actively Support,To some extent,Somewhat familiar,15215
Public,260331996,02/23/2017 8:52:50 AM PST,02/23/2017 8:54:05 AM PST,COMPLETE,Survey Link,No,Yes,,Neutral,2,3,Maybe,Yes,Not sure,Yes,Yes,Disagree,Neither Support nor Oppose,To a moderate extent,Somewhat familiar,15209
Public,260332081,02/23/2017 8:55:34 AM PST,02/23/2017 8:59:03 AM PST,COMPLETE,Survey Link,No,No,,Approve,3,4,Yes,Not sure,No,No,Yes,Neutral,Actively Support,To some extent,Somewhat familiar,15211
Public,260332143,02/23/2017 8:58:03 AM PST,02/23/2017 9:00:07 AM PST,COMPLETE,Survey Link,No,No,,Approve,2,2,Yes,Yes,Yes,Yes,Yes,Neutral,Neither Support nor Oppose,To some extent,Mostly Unfamiliar,15237
Public,260332198,02/23/2017 9:01:21 AM PST,02/23/2017 9:03:38 AM PST,COMPLETE,Social,No,No,,Somewhat Approve,2,4,Yes,Yes,No,No,Yes,Neutral,Actively Support,To little extent,Mostly Unfamiliar,15203
Public,260332202,02/23/2017 9:01:37 AM PST,02/23/2017 9:05:16 AM PST,COMPLETE,Survey Link,Not sure,Not sure,,Approve,3,5,Yes,No,No,Not sure,Yes,Neutral,Neither Support nor Oppose,To a large extent,Mostly familiar,15229
Public,260332230,02/23/2017 9:02:42 AM PST,02/23/2017 9:04:14 AM PST,COMPLETE,Survey Link,Yes,Yes,,Approve,3,4,Yes,Yes,No,No,Yes,Neutral,Actively Support,To a large extent,Mostly familiar,15221
Public,260332244,02/23/2017 9:03:35 AM PST,02/23/2017 9:14:27 AM PST,COMPLETE,Survey Link,No,No,,Somewhat Approve,2,4,Yes,Yes,Yes,Not sure,Yes,Neutral,Neither Support nor Oppose,To a large extent,Somewhat familiar,15217
Public,260332379,02/23/2017 9:09:11 AM PST,02/23/2017 9:11:07 AM PST,COMPLETE,Survey Link,No,Yes,,Somewhat Approve,3,3,Yes,Yes,Yes,Not sure,Not sure,Agree,Neither Support nor Oppose,To a moderate extent,Somewhat familiar,15232
Public,260332390,02/23/2017 9:09:31 AM PST,02/23/2017 9:11:39 AM PST,COMPLETE,Survey Link,No,No,,Disapprove,3,No experience,Yes,Yes,Yes,Yes,Yes,Agree,Actively Oppose,To a moderate extent,Mostly Unfamiliar,15146
Public,260332435,02/23/2017 9:12:23 AM PST,02/23/2017 9:15:19 AM PST,COMPLETE,Survey Link,No,No,,Approve,5,5,Yes,No,No,No,No,Strongly Disagree,Actively Support,To a large extent,Extremely familiar,15001
Public,260332493,02/23/2017 9:14:14 AM PST,02/23/2017 9:24:47 AM PST,COMPLETE,Survey Link,No,No,,Approve,2,2,Yes,Yes,Yes,Yes,Yes,Strongly Agree,Neither Support nor Oppose,To a moderate extent,Somewhat familiar,15241
Public,260332528,02/23/2017 9:16:50 AM PST,02/23/2017 9:18:06 AM PST,COMPLETE,Survey Link,No,No,,Disapprove,3,1,No,No,Yes,Yes,No,Strongly Disagree,Actively Oppose,To a moderate extent,Mostly familiar,16137
Public,260332568,02/23/2017 9:19:05 AM PST,02/23/2017 9:20:43 AM PST,COMPLETE,Survey Link,Yes,No,,Neutral,3,3,Maybe,Yes,Not sure,Not sure,No,Neutral,Neither Support nor Oppose,To a moderate extent,Somewhat familiar,15232
Public,260332696,02/23/2017 9:23:32 AM PST,02/23/2017 9:32:58 AM PST,COMPLETE,Survey Link,No,No,,Neutral,1,No experience,Maybe,Yes,Yes,Yes,Yes,Agree,No Opinion,To a large extent,Not familiar at all,15219
Public,260332789,02/23/2017 9:27:57 AM PST,02/23/2017 9:41:29 AM PST,COMPLETE,Survey Link,Not sure,Not sure,,Approve,2,4,Maybe,Yes,Yes,Yes,Yes,Agree,Actively Support,To a moderate extent,Mostly Unfamiliar,15234
Public,260332799,02/23/2017 9:28:28 AM PST,02/23/2017 9:36:03 AM PST,COMPLETE,Survey Link,No,No,,Approve,2,4,Yes,Yes,Yes,No,No,Strongly Agree,Actively Support,To a large extent,Mostly familiar,15217
Public,260332965,02/23/2017 9:36:09 AM PST,02/23/2017 10:08:37 AM PST,COMPLETE,Survey Link,No,Yes,,Somewhat Approve,3,No experience,Maybe,Not sure,Yes,No,Not sure,Neutral,No Opinion,To little extent,Mostly Unfamiliar,15212
Public,260332975,02/23/2017 9:36:34 AM PST,02/23/2017 9:39:38 AM PST,COMPLETE,Survey Link,No,No,,Approve,4,5,Yes,Yes,No,No,Yes,Disagree,Neither Support nor Oppose,To a large extent,Mostly familiar,15143
Public,260333131,02/23/2017 9:41:05 AM PST,02/23/2017 9:44:18 AM PST,COMPLETE,Survey Link,No,No,,Approve,4,3,Yes,Yes,Yes,Yes,Yes,Strongly Agree,Actively Support,To a large extent,Mostly Unfamiliar,15217
Public,260333379,02/23/2017 9:51:38 AM PST,02/23/2017 11:57:51 AM PST,COMPLETE,Survey Link,No,No,,Approve,2,4,Yes,Yes,Yes,Not sure,Yes,Neutral,Actively Support,To a large extent,Mostly familiar,15238
Public,260333397,02/23/2017 9:52:37 AM PST,02/23/2017 9:54:09 AM PST,COMPLETE,Survey Link,No,No,,Approve,No experience,No experience,Yes,Yes,Yes,Not sure,Yes,Neutral,Neither Support nor Oppose,To a moderate extent,Mostly Unfamiliar,15332
Public,260333437,02/23/2017 9:53:58 AM PST,02/23/2017 10:13:15 AM PST,COMPLETE,Survey Link,No,No,,Somewhat Disapprove,2,No experience,No,Yes,Yes,Yes,Yes,Strongly Disagree,Neither Support nor Oppose,To some extent,Mostly Unfamiliar,15228
Public,260333501,02/23/2017 9:55:44 AM PST,02/23/2017 9:58:43 AM PST,COMPLETE,Survey Link,No,No,,Approve,5,5,Yes,Yes,Yes,Yes,Yes,Agree,Actively Support,To a moderate extent,Somewhat familiar,15210
Public,260333549,02/23/2017 9:57:48 AM PST,02/23/2017 9:59:42 AM PST,COMPLETE,Survey Link,Yes,Yes,,Approve,5,5,Maybe,No,No,No,No,Disagree,Neither Support nor Oppose,To a moderate extent,Mostly familiar,15237
Public,260333639,02/23/2017 10:01:12 AM PST,02/23/2017 10:04:17 AM PST,COMPLETE,Survey Link,No,No,,Approve,2,5,Yes,Yes,Yes,No,Yes,Agree,Actively Support,To a large extent,Mostly familiar,15221
Public,260333735,02/23/2017 10:05:51 AM PST,02/23/2017 10:09:19 AM PST,COMPLETE,Survey Link,No,No,,Somewhat Approve,3,No experience,Maybe,Yes,Yes,No,Yes,Agree,Actively Support,To some extent,Mostly Unfamiliar,15668
Public,260333807,02/23/2017 10:09:39 AM PST,02/23/2017 10:20:24 AM PST,COMPLETE,Survey Link,No,No,,Neutral,3,3,Yes,Yes,Yes,Yes,Yes,Neutral,No Opinion,To some extent,Mostly Unfamiliar,15206
Public,260333824,02/23/2017 10:10:37 AM PST,02/23/2017 10:16:28 AM PST,COMPLETE,Survey Link,Yes,Not sure,,Approve,2,4,Yes,No,No,No,Yes,Neutral,Actively Support,To some extent,Mostly Unfamiliar,15224
Public,260333850,02/23/2017 10:11:45 AM PST,02/23/2017 10:15:24 AM PST,COMPLETE,Survey Link,No,No,,Somewhat Approve,3,No experience,Yes,Not sure,Yes,Not sure,Not sure,Agree,Neither Support nor Oppose,To a moderate extent,Not familiar at all,15213
Public,260333855,02/23/2017 10:12:08 AM PST,02/23/2017 10:18:53 AM PST,COMPLETE,Survey Link,No,No,,Somewhat Approve,4,4,Maybe,Not sure,Yes,No,Yes,Neutral,Actively Support,To some extent,Somewhat familiar,15206
Public,260333946,02/23/2017 10:15:18 AM PST,02/23/2017 10:17:32 AM PST,COMPLETE,Survey Link,No,No,,Somewhat Approve,3,3,Maybe,Not sure,Not sure,Yes,Yes,Agree,Neither Support nor Oppose,To little extent,Somewhat familiar,15071
Public,260334004,02/23/2017 10:17:55 AM PST,02/23/2017 10:20:13 AM PST,COMPLETE,Survey Link,No,No,,Approve,3,4,Yes,Yes,Not sure,No,Yes,Neutral,No Opinion,To little extent,Not familiar at all,15238
Public,260334012,02/23/2017 10:18:08 AM PST,02/23/2017 10:21:02 AM PST,COMPLETE,Survey Link,No,No,,Approve,1,4,Yes,Not sure,No,No,Not sure,Agree,Actively Support,To some extent,Somewhat familiar,15217
Public,260334040,02/23/2017 10:19:14 AM PST,02/23/2017 10:24:32 AM PST,COMPLETE,Survey Link,Yes,Not sure,,Approve,4,4,Yes,Not sure,Not sure,Not sure,Yes,Agree,Actively Support,To a large extent,Mostly familiar,15201
Public,260334235,02/23/2017 10:26:07 AM PST,02/23/2017 10:28:13 AM PST,COMPLETE,Survey Link,No,No,,Somewhat Disapprove,3,3,Maybe,Not sure,Yes,Not sure,Yes,Neutral,Neither Support nor Oppose,To a moderate extent,Somewhat familiar,15139
Public,260334323,02/23/2017 10:30:08 AM PST,02/23/2017 3:57:26 PM PST,COMPLETE,Survey Link,Not sure,Not sure,,Approve,4,3,Maybe,Yes,Yes,Yes,Yes,Agree,Neither Support nor Oppose,To a moderate extent,Mostly familiar,15241
Public,260334364,02/23/2017 10:32:48 AM PST,02/23/2017 10:35:48 AM PST,COMPLETE,Social,Not sure,Not sure,,Somewhat Approve,3,3,Maybe,Yes,Yes,No,Yes,Neutral,No Opinion,To some extent,Mostly Unfamiliar,15206
Public,260334422,02/23/2017 10:35:38 AM PST,02/23/2017 10:39:14 AM PST,COMPLETE,Survey Link,Not sure,Not sure,,Somewhat Approve,1,3,Yes,Not sure,Not sure,Not sure,Yes,Strongly Disagree,Neither Support nor Oppose,To a moderate extent,Somewhat familiar,15204
Public,260334795,02/23/2017 10:48:05 AM PST,02/23/2017 7:16:45 PM PST,COMPLETE,Survey Link,No,Yes,,Somewhat Disapprove,4,3,Yes,Not sure,Yes,Yes,Yes,Agree,Neither Support nor Oppose,To some extent,Not familiar at all,15221
Public,260334796,02/23/2017 10:48:06 AM PST,02/23/2017 11:14:18 AM PST,COMPLETE,Survey Link,No,No,,Approve,4,4,Yes,Yes,No,No,Yes,Neutral,Actively Support,To some extent,Somewhat familiar,15044
Public,260335088,02/23/2017 10:56:48 AM PST,02/23/2017 11:01:47 AM PST,COMPLETE,Survey Link,No,No,,Approve,4,5,Yes,Yes,Yes,No,Yes,Neutral,Actively Support,To a moderate extent,Mostly familiar,15221
Public,260335108,02/23/2017 10:57:18 AM PST,02/23/2017 11:00:48 AM PST,COMPLETE,Social,No,No,,Somewhat Approve,2,No experience,Yes,Yes,No,No,Yes,Neutral,Actively Support,To a large extent,Extremely familiar,15224
Public,260335892,02/23/2017 11:18:15 AM PST,02/23/2017 11:23:57 AM PST,COMPLETE,Survey Link,No,No,,Neutral,1,3,Yes,Yes,Yes,No,Not sure,Neutral,Neither Support nor Oppose,To a large extent,Mostly familiar,15229
Public,260335899,02/23/2017 11:18:27 AM PST,02/23/2017 11:20:18 AM PST,COMPLETE,Survey Link,No,Yes,,Somewhat Approve,2,4,Yes,Not sure,Not sure,Not sure,Yes,Agree,Neither Support nor Oppose,To some extent,Mostly familiar,15201
Public,260335905,02/23/2017 11:18:35 AM PST,02/23/2017 11:24:35 AM PST,COMPLETE,Survey Link,No,No,,Approve,3,4,Maybe,Yes,No,Not sure,Yes,Agree,Neither Support nor Oppose,To a moderate extent,Somewhat familiar,15226
Public,260335909,02/23/2017 11:18:44 AM PST,02/23/2017 11:21:05 AM PST,COMPLETE,Survey Link,Yes,Yes,,Approve,4,4,Not sure,Not sure,Yes,Not sure,Yes,Neutral,Neither Support nor Oppose,To a large extent,Extremely familiar,16046
Public,260335911,02/23/2017 11:18:51 AM PST,02/23/2017 11:20:54 AM PST,COMPLETE,Survey Link,No,No,,Disapprove,1,No experience,No,Yes,Yes,Yes,Yes,Strongly Disagree,Actively Oppose,To a moderate extent,Mostly familiar,15260
Public,260335947,02/23/2017 11:19:41 AM PST,02/23/2017 11:21:55 AM PST,COMPLETE,Survey Link,No,No,,Neutral,1,1,Maybe,Yes,Yes,Yes,Yes,Neutral,Actively Oppose,To little extent,Not familiar at all,15025
Public,260335958,02/23/2017 11:20:11 AM PST,02/23/2017 11:21:37 AM PST,COMPLETE,Survey Link,Not sure,No,,Somewhat Approve,4,No experience,Yes,Yes,Yes,No,Not sure,Neutral,No Opinion,To little extent,Not familiar at all,15217
Public,260335979,02/23/2017 11:20:34 AM PST,02/23/2017 11:23:20 AM PST,COMPLETE,Survey Link,No,No,,Neutral,2,2,Not sure,Yes,Yes,Not sure,Not sure,Neutral,No Opinion,To little extent,Not familiar at all,15211
Public,260336026,02/23/2017 11:21:52 AM PST,02/23/2017 11:27:10 AM PST,COMPLETE,Survey Link,No,No,,Approve,4,4,Yes,Yes,Yes,No,Yes,Agree,Actively Support,To a large extent,Mostly familiar,15206
Public,260336037,02/23/2017 11:22:09 AM PST,02/23/2017 11:23:46 AM PST,COMPLETE,Survey Link,Yes,Yes,,Approve,2,5,Yes,Not sure,Yes,No,Not sure,Agree,Actively Support,To a large extent,Mostly familiar,15208
Public,260336045,02/23/2017 11:22:17 AM PST,02/23/2017 11:26:50 AM PST,COMPLETE,Survey Link,No,No,,Approve,2,4,Yes,No,No,No,Yes,Agree,Neither Support nor Oppose,To a large extent,Mostly familiar,15233
Public,260336046,02/23/2017 11:22:19 AM PST,02/23/2017 11:25:04 AM PST,COMPLETE,Survey Link,Yes,Yes,,Approve,3,5,Yes,No,No,No,Yes,Disagree,Neither Support nor Oppose,To little extent,Mostly Unfamiliar,15219
Public,260336057,02/23/2017 11:22:46 AM PST,02/23/2017 2:25:46 PM PST,COMPLETE,Survey Link,Not sure,No,,Somewhat Approve,2,4,Yes,Yes,Yes,Not sure,Yes,Neutral,Neither Support nor Oppose,To a large extent,Mostly Unfamiliar,15209
Public,260336129,02/23/2017 11:24:55 AM PST,02/23/2017 11:28:16 AM PST,COMPLETE,Survey Link,No,No,,Somewhat Disapprove,1,2,Maybe,Yes,Yes,Yes,Yes,Agree,Neither Support nor Oppose,To some extent,Mostly Unfamiliar,15108
Public,260336142,02/23/2017 11:25:29 AM PST,02/23/2017 11:26:44 AM PST,COMPLETE,Survey Link,No,Yes,,Approve,4,5,Yes,Not sure,No,Not sure,Yes,Agree,Actively Support,To a large extent,Mostly familiar,15226
Public,260336173,02/23/2017 11:26:40 AM PST,02/23/2017 11:39:42 AM PST,COMPLETE,Survey Link,No,No,,Disapprove,4,2,No,Yes,Yes,Yes,Yes,Neutral,No Opinion,To a large extent,Somewhat familiar,15201
Public,260336180,02/23/2017 11:26:57 AM PST,02/23/2017 11:32:18 AM PST,COMPLETE,Survey Link,No,No,,Somewhat Approve,3,3,Yes,Yes,Yes,No,Yes,Disagree,Neither Support nor Oppose,To some extent,Somewhat familiar,15237
Public,260336186,02/23/2017 11:27:05 AM PST,02/23/2017 11:28:30 AM PST,COMPLETE,Survey Link,No,Yes,,Somewhat Approve,3,4,Yes,Yes,No,No,Yes,Agree,Actively Support,To a moderate extent,Mostly familiar,15218
Public,260336216,02/23/2017 11:27:35 AM PST,02/23/2017 11:34:06 AM PST,COMPLETE,Survey Link,No,No,,Somewhat Approve,3,3,Yes,Yes,Not sure,Yes,Yes,Disagree,Actively Support,To a moderate extent,Mostly Unfamiliar,16066
Public,260336217,02/23/2017 11:27:35 AM PST,02/23/2017 11:34:21 AM PST,COMPLETE,Survey Link,Not sure,Not sure,,Approve,2,No experience,Yes,No,No,No,Yes,Agree,Neither Support nor Oppose,To a moderate extent,Somewhat familiar,15201
Public,260336250,02/23/2017 11:28:34 AM PST,02/23/2017 11:30:33 AM PST,COMPLETE,Survey Link,No,No,,Approve,5,No experience,Yes,No,No,No,No,Neutral,Actively Support,To a moderate extent,Somewhat familiar,15222
Public,260336260,02/23/2017 11:28:59 AM PST,02/23/2017 11:30:05 AM PST,COMPLETE,Survey Link,No,No,,Approve,2,2,Yes,Yes,No,No,Yes,Neutral,Neither Support nor Oppose,To a moderate extent,Mostly familiar,15206
Public,260336343,02/23/2017 11:31:02 AM PST,02/23/2017 11:33:07 AM PST,COMPLETE,Survey Link,Not sure,Not sure,,Disapprove,4,1,Maybe,Yes,Yes,Yes,Yes,Strongly Agree,Actively Oppose,To some extent,Somewhat familiar,15317
Public,260336351,02/23/2017 11:31:17 AM PST,02/23/2017 11:32:35 AM PST,COMPLETE,Survey Link,No,Not sure,,Neutral,2,No experience,Maybe,Yes,Yes,No,Yes,Neutral,Neither Support nor Oppose,To some extent,Mostly Unfamiliar,15668
Public,260336356,02/23/2017 11:31:31 AM PST,02/23/2017 11:32:41 AM PST,COMPLETE,Survey Link,No,Yes,,Somewhat Disapprove,3,2,Not sure,Yes,Yes,Yes,Yes,Agree,Neither Support nor Oppose,To some extent,Somewhat familiar,15201
Public,260336388,02/23/2017 11:32:54 AM PST,02/23/2017 11:34:16 AM PST,COMPLETE,Survey Link,Not sure,Not sure,,Approve,3,5,Yes,Yes,No,No,Yes,Agree,Actively Support,To a moderate extent,Somewhat familiar,15212
Public,260336418,02/23/2017 11:33:27 AM PST,02/23/2017 11:35:16 AM PST,COMPLETE,Survey Link,No,No,,Approve,3,5,Yes,Not sure,Not sure,No,Not sure,Disagree,Actively Support,To a moderate extent,Somewhat familiar,15222
Public,260336586,02/23/2017 11:38:41 AM PST,02/25/2017 11:24:17 AM PST,COMPLETE,Survey Link,Yes,Yes,,Neutral,2,2,Maybe,Yes,Yes,Yes,Yes,Agree,Neither Support nor Oppose,To some extent,Somewhat familiar,15232
Public,260336637,02/23/2017 11:40:05 AM PST,02/23/2017 12:06:48 PM PST,COMPLETE,Survey Link,No,No,,Approve,2,3,Yes,Yes,Yes,No,Yes,Strongly Agree,Actively Support,To a moderate extent,Mostly familiar,15601
Public,260336678,02/23/2017 11:41:29 AM PST,02/23/2017 11:43:23 AM PST,COMPLETE,Survey Link,No,Yes,,Approve,3,5,Yes,No,No,No,No,Neutral,Actively Support,To little extent,Somewhat familiar,15217
Public,260336695,02/23/2017 11:42:04 AM PST,02/23/2017 11:46:46 AM PST,COMPLETE,Survey Link,No,No,,Somewhat Disapprove,2,3,Maybe,Yes,Yes,Yes,Yes,Strongly Disagree,Actively Oppose,To a large extent,Mostly familiar,15220
Public,260336783,02/23/2017 11:44:23 AM PST,02/23/2017 11:46:45 AM PST,COMPLETE,Survey Link,Yes,Yes,,Approve,4,5,Yes,Yes,Yes,No,Yes,Strongly Disagree,Actively Support,To a large extent,Mostly familiar,15201
Public,260336896,02/23/2017 11:47:40 AM PST,02/23/2017 11:49:23 AM PST,COMPLETE,Survey Link,No,Yes,,Approve,4,5,Maybe,Yes,No,No,Yes,Neutral,Neither Support nor Oppose,To some extent,Mostly familiar,15224
Public,260336938,02/23/2017 11:48:53 AM PST,02/23/2017 11:54:23 AM PST,COMPLETE,Survey Link,No,No,,Approve,1,5,Yes,Not sure,No,No,No,Strongly Disagree,Actively Support,To a large extent,Mostly familiar,15214
Public,260336940,02/23/2017 11:49:00 AM PST,02/23/2017 11:50:41 AM PST,COMPLETE,Survey Link,No,Yes,,Approve,3,4,Yes,Yes,No,No,Yes,Neutral,Neither Support nor Oppose,To a large extent,Mostly familiar,15232
